タイトル / Title,著者・作成者 / Creator,別表記タイトル / Other Title,種別 / Type,言語 / Langage,年月日 / Date,NCID,雑誌名 / Journal,巻 / Volume,号 / Number,"ページ数, 冊数 / Pages, Volumes",大きさ / Size,専攻 / Department,注記 / Note,請求記号 / Call Number,所蔵図書室 / Holding Library,タグ / Tag,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,IIIFマニフェストURI,# of media
Cellulose Acetonitrate,厚木 勝基|Atsuki Katsumoto,,紀要論文|Bulletin Paper,英語|English,1925,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",15,9,p.309-316,,,,,工2号館図書室|Engineering Bldg. 2 Library,,6bf47827-20e7-485c-a6bf-1c22180ae29a,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/6bf47827-20e7-485c-a6bf-1c22180ae29a,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68967,,,0
On the Effect of Fillet on the Endurance of Metals,斯波 忠三郎|湯浅 亀一|Shiba Chuzaburo|Yuasa Kameichi (Kameity),隅肉が金屬材料の耐久力に及ぼす影響に就て,紀要論文|Bulletin Paper,英語|English,1925,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",15,10,p.317-338,,,,,工2号館図書室|Engineering Bldg. 2 Library,,9f216dbb-76d9-495b-b137-967f79c8f11b,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/9f216dbb-76d9-495b-b137-967f79c8f11b,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68968,,,0
Studies on Naphthenic Acids. IV. Naphthenic Acids derived from Kubiki Kerosene Distillates,田中 芳男|永井 彰一郎|Tanaka Yoshio|Nagai Shoichiro,石油ナフテン酸の研究(第四報)、越後頸城系燈油分より得たるナフテン酸,紀要論文|Bulletin Paper,英語|English,1924,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,1,p.1-10,,,,,工2号館図書室|Engineering Bldg. 2 Library,,51ae9802-aa37-49a0-9126-ffe4b277d645,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/51ae9802-aa37-49a0-9126-ffe4b277d645,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68969,,,0
Studies on Naphthenic Acids. V. Naphthenic Acids derived from Niitsu Petroleum,田中 芳男|永井 彰一郎|石田 新藏|Tanaka Yoshio|Nagai Shoichiro|Ishida Shinzo,石油ナフテン酸の研究(第五報)、越後新津系石油より得たるナフテン酸,紀要論文|Bulletin Paper,英語|English,1924,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,2,p.11-18,,,,,工2号館図書室|Engineering Bldg. 2 Library,,f5d909f9-7330-46eb-a34a-c7be757c9906,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/f5d909f9-7330-46eb-a34a-c7be757c9906,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68970,,,0
The Stability of Celluloid,厚木 勝基|Atsuki Katsumoto,セルロイドの安定性,紀要論文|Bulletin Paper,英語|English,1924,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,3,p.19-46,,,,,工2号館図書室|Engineering Bldg. 2 Library,,99b07ecd-c034-4b4b-8323-3e75e27341e8,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/99b07ecd-c034-4b4b-8323-3e75e27341e8,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68971,,,0
Motion in the First Period of Flat Bodies falling vertically upon the Surface of Water,青木 保|Aoki Tamotsu,空中より垂直に落下する扁平體が水面と接したる時の第一期運動,紀要論文|Bulletin Paper,英語|English,1925,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,4,p.47-110,,,,,工2号館図書室|Engineering Bldg. 2 Library,,3273a6ad-8235-4d1a-94f9-f87a4906b9b2,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/3273a6ad-8235-4d1a-94f9-f87a4906b9b2,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68972,,,0
The Swelling and Dispersion of Cellulose Nitrate in Ethylalcohol,厚木 勝基|Atsuki Katsumoto,酒精に於ける硝化繊維素の膨張及分散其他二篇,紀要論文|Bulletin Paper,英語|English,1925,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,5,p.111-116,,,,,工2号館図書室|Engineering Bldg. 2 Library,,60e66fb9-7078-4b36-b21d-8990d869e9aa,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/60e66fb9-7078-4b36-b21d-8990d869e9aa,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68973,,,0
The Dehydration of Cellulose Nitrate by Alcohol,厚木 勝基|Atsuki Katsumoto,,紀要論文|Bulletin Paper,英語|English,1925,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,5,p.117-133,,,,,工2号館図書室|Engineering Bldg. 2 Library,,1100af4c-b9bc-4df1-90c5-95e557163fce,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/1100af4c-b9bc-4df1-90c5-95e557163fce,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68974,,,0
The Optimum Working Condition of Celluloid considering from the Standpoint of Stability,厚木 勝基|Atsuki Katsumoto,,紀要論文|Bulletin Paper,英語|English,1925,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,5,p.135-156,,,,,工2号館図書室|Engineering Bldg. 2 Library,,7ae3fd81-8f0e-40b9-a43a-2b2af3b42907,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/7ae3fd81-8f0e-40b9-a43a-2b2af3b42907,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68975,,,0
Experimental Research on the Distribution of Water Pressure in a Centrifugal Pump Impeller,内丸 最一郎|Uchimaru Saichiro,渦卷ポンプの羽根車に於ける水壓分布に對する實驗,紀要論文|Bulletin Paper,英語|English,1925,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,6,p.157-169,,,,,工2号館図書室|Engineering Bldg. 2 Library,,777556e1-aaa7-401d-a58c-ae10ebcb54bb,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/777556e1-aaa7-401d-a58c-ae10ebcb54bb,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68976,,,0
Studies on Naphthenic Acids. VI. Naphthenic Acids derived from Nishiyama Petroleum,田中 芳男|永井 彰一郎|Tanaka Yoshio|Nagai Shoichiro,石油ナフテン酸の研究(第六報)、越後西山系石油よりのナフテン酸,紀要論文|Bulletin Paper,英語|English,1925,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,7,p.171-181,,,,,工2号館図書室|Engineering Bldg. 2 Library,,9a60048a-78e9-4b37-be64-c7a0b17b061b,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/9a60048a-78e9-4b37-be64-c7a0b17b061b,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68977,,,0
Studies on Naphthenic Acids. VII. Naphthenic Acids derived from Petroleum before Acid Treatment,田中 芳男|永井 彰一郎|Tanaka Yoshio|Nagai Shoichiro,石油ナフテン酸の研究(第七報)、硫酸洗を行はざる石油よりのナフテン酸,紀要論文|Bulletin Paper,英語|English,1926,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,8,p.183-188,,,,,工2号館図書室|Engineering Bldg. 2 Library,,cd931db2-87d5-47ca-b29c-d978786b44c9,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/cd931db2-87d5-47ca-b29c-d978786b44c9,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68978,,,0
Discontinuous Flow past an Aerofoil,横田 成年|Yokota Seinen,飛行機翼を過る不連續流,紀要論文|Bulletin Paper,英語|English,1926,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,9,p.189-193,,,,,工2号館図書室|Engineering Bldg. 2 Library,,a86133f4-5711-41aa-865c-a5d38578b703,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/a86133f4-5711-41aa-865c-a5d38578b703,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68979,,,0
Forschungsergebnisse auf dem Gebiet der Anfangsperiode der Kohlenstaubexplosion mit besonderer Berucksichtigung der japanischen Kohle,佐野 秀之助|Sano Hidenosuke,炭塵爆發初期現象の研究(特に本邦産石炭試料に就て),紀要論文|Bulletin Paper,英語|English,1926,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,10,p.195-236,,,,,工2号館図書室|Engineering Bldg. 2 Library,,9b4d2d96-6596-4497-b260-5c82f8032c65,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/9b4d2d96-6596-4497-b260-5c82f8032c65,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68980,,,0
On the Change of Temperature and Magnetic Induction of Steel in Tension and Compression Test,木谷 要一|佐々木 六郎|Kitani (Kidani) Yoichi|Sasaki Rokuro,鋼材の伸長及び壓縮試驗に伴ふ温度及び磁氣感應度の變化,紀要論文|Bulletin Paper,英語|English,1926,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,11,p.237-240,,,,,工2号館図書室|Engineering Bldg. 2 Library,,a0dd088f-1860-4add-aa92-c1550325e2f6,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/a0dd088f-1860-4add-aa92-c1550325e2f6,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68981,,,0
A Study on the Oil-bearing Beds in the Echigo Oil Field,伊木 常誠|Iki Tsunenaka,越後油田に於ける含油層の研究,紀要論文|Bulletin Paper,英語|English,1927,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",16,12,p.241-279,,,,,工2号館図書室|Engineering Bldg. 2 Library,,f051dadf-4fa3-4890-bcee-019c080135f1,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/f051dadf-4fa3-4890-bcee-019c080135f1,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68982,,,0
Nomographic Calculations of the Elastic Strength of Hooped or Wire Guns,谷村 豊太郎|Tanimura Toyotaro,層成或は鋼線砲身の強さの圖表計算,紀要論文|Bulletin Paper,英語|English,1926,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",17,1,p.1-78,,,,,工2号館図書室|Engineering Bldg. 2 Library,,d1974a25-2b07-4598-9847-04d4e3cdbbe9,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/d1974a25-2b07-4598-9847-04d4e3cdbbe9,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68983,,,0
"Calculations of the ""Force"" and Some Other Essential Constants of Explosives",山家 信次|Yamaga Nobuji,火藥の力並に他の特徴數の計算,紀要論文|Bulletin Paper,英語|English,1927,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",17,2,p.79-88,,,,,工2号館図書室|Engineering Bldg. 2 Library,,5aefcffe-58f1-43e8-8ef9-6e226793b5cb,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/5aefcffe-58f1-43e8-8ef9-6e226793b5cb,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68984,,,0
The Effect of Pressure on the Limits of Inflammability and the Average Life-Period of Activated Molecules in Combustion,永井 雄三郎|Nagai Yuzaburo,燃燒範圍に對する壓力の影響並に燃燒に於ける活性分子の平均生命,紀要論文|Bulletin Paper,英語|English,1927,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",17,3,p.89-105,,,,,工2号館図書室|Engineering Bldg. 2 Library,,f75c3876-a415-4b35-8577-024267ad7751,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/f75c3876-a415-4b35-8577-024267ad7751,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68985,,,0
Resistance of Inclined Planes falling upon the Surface of the Water,青木 保|Aoki Tamotsu,水面に落下する斜面の抵抗,紀要論文|Bulletin Paper,英語|English,1927,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",17,4,p.107-115,,,,,工2号館図書室|Engineering Bldg. 2 Library,,56112604-e3db-4964-ac72-6e5779604d96,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/56112604-e3db-4964-ac72-6e5779604d96,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68986,,,0
Binary Azeotropic Mixtures of Ethyl Alcohol with Petroleum Hydrocarbons,田中 芳男|桑田 勉|Tanaka Yoshio|Kuwata (Kuwada) Tsutomu,石油炭化水素とメチルアルコールとの二成分共沸混合物,紀要論文|Bulletin Paper,英語|English,1927,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",17,5,p.117-126,,,,,工2号館図書室|Engineering Bldg. 2 Library,,4c3bd6e5-7321-4225-bd2b-a497e780251e,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/4c3bd6e5-7321-4225-bd2b-a497e780251e,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68987,,,0
The Phenols from Natural Petroleum,田中 芳男|小林 良之助|Tanaka Yoshio|Kobayashi Ryonosuke,天然石油に存在するフエノール類,紀要論文|Bulletin Paper,英語|English,1927,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",17,6,p.127-133,,,,,工2号館図書室|Engineering Bldg. 2 Library,,b8fe3734-baea-467b-813e-df569a03910b,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/b8fe3734-baea-467b-813e-df569a03910b,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68988,,,0
Researches on Cellulose Xanthate and Viscose. (Report 1) Reactions involved in the Ripening of Viscose,厚木 勝基|Atsuki Katsumoto,ザントゲン酸纖維素及ヴイスコースの研究 第一ヴイスコースの熱成反應,紀要論文|Bulletin Paper,英語|English,1927,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",17,7,p.135-144,,,,,工2号館図書室|Engineering Bldg. 2 Library,,7de46abd-3aae-4a1e-a8f0-9482abf85f7e,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/7de46abd-3aae-4a1e-a8f0-9482abf85f7e,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68989,,,0
Researches on Cellulose Xanthate and Viscose. (Report 2) The Changes of the Colloidal Nature of Viscose with the Concentration of Free Alkali,厚木 勝基|岡村 勲|松田 多龜知|Atsuki Katsumoto|Okamura Isao|Matsuda Takichi,ザントゲン酸纖維素及ヴイスコースの研究 第二遊離アルカリーの濃度に因るヴイスコースコロイド性の變化,紀要論文|Bulletin Paper,英語|English,1927,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",17,7,p.145-151,,,,,工2号館図書室|Engineering Bldg. 2 Library,,5b5a565f-d67a-4e24-9410-af2296684f87,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/5b5a565f-d67a-4e24-9410-af2296684f87,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68990,,,0
Flow of Water in the Casing of an Axial Flow Turbine,兼重 寛九郎|Kaneshige Kankuro,軸流型水車殻内の流動,紀要論文|Bulletin Paper,英語|English,1928,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",17,8,p.153-182,,,,,工2号館図書室|Engineering Bldg. 2 Library,,4499ed1f-89e8-40ca-919e-3ab1f3793047,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/4499ed1f-89e8-40ca-919e-3ab1f3793047,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68991,,,0
Variation of the Refractive Indices of Sphalerites and their Iron Contents,西尾 滋|Nishio Shigeru,閃亞鉛鑛の含有鐵量と屈折率の變化に就て,紀要論文|Bulletin Paper,英語|English,1928,AA00697708,"Journal of the Faculty of Engineering, Tokyo Imperial University = 東京帝國大學工學部紀要",17,9,p.183-189,,,,,工2号館図書室|Engineering Bldg. 2 Library,,40f2ccc4-4b64-43e2-9222-85933712f2f0,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/40f2ccc4-4b64-43e2-9222-85933712f2f0,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,,https://curation.library.t.u-tokyo.ac.jp/api/items/68992,,,0
